LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,YR,OBEREG,RSTATUS,IMP0,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,FILLER,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31,IMP32
790,Skagway Public Library,P. O. Box 394,Skagway,99840,0394,9079832665,751,1,0,0,0,1,0.55,1.55,72544,8033,0,0,80577,,,,12063,,80577,0,14700,714,432,53,2288,17810,200,11186,10,480,3616,474,NO,CI,SO,-1,751,AK0068,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
800,Soldotna Public Library,235 N. Binkley St,Soldotna,99669,7523,9072624227,9793,1,0,0,0,2,2,4,187626,8033,0,8842,204501,97421,28576,125997,29157,40506,195660,0,26359,545,700,60,3068,20032,9516,87067,0,121,0,4799,NO,CI,SO,-1,9793,AK0069,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
820,Sutton Public Library,P. O. Box 266,Sutton,99674,0266,9077454467,1416,1,0,0,0,1,0.2,1.2,67357,8033,0,0,75390,,,,8903,,75390,0,7736,170,264,33,1820,6075,175,7888,25,214,3728,657,NO,CI,SO,-1,1416,AK0070,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
830,Takotna Community Library,P. O. Box 86,Takotna,99675,0085,9072982229,48,1,0,0,0,0.3,0,0.3,4320,7426,0,0,11746,,,,2017,,11746,0,5379,105,205,13,624,1063,815,7802,0,0,0,864,NO,NP,SO,-1,48,AK0071,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
840,Talkeetna Public Library,P. O. Box 768,Talkeetna,99676,0768,9077332359,1608,1,0,0,1,1,0.2,1.2,74234,8033,0,0,82267,,,,9093,,82267,0,10255,1118,341,42,2080,8665,1300,9672,3,484,2945,226,NO,CI,SO,-1,1608,AK0072,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
850,Tanana Community Library,P. O. Box 89,Tanana,99777,0089,9073667203,351,1,0,0,0,0.25,0,0.25,3000,6820,0,0,9820,,,,2861,,9820,0,9313,463,429,34,1772,5000,1000,3975,0,200,0,184,NO,SP,SO,-1,351,AK0073,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
870,Tenakee Springs Public Library,P. O. Box 35,Tenakee Springs,99841,0035,9077362248,100,1,0,0,0,0.25,0,0.25,3497,7121,0,0,10618,,,,1713,,10652,0,4689,192,252,4,588,1389,50,1745,0,75,0,51,NO,CI,SO,-1,100,AK0074,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
880,Tok Community Library,P. O. Box 222,Tok,99780,0227,9078835623,1088,1,0,0,0,0,0,0,4429,8033,0,893,13355,,,,6240,,13355,0,10212,514,437,24,285,1631,73,3278,0,21,933,92,NO,NP,SO,-1,1088,AK0075,AK,02,95,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
900,Ticasuk Library,P. O. Box 28,Unalakleet,99684,0028,9076243053,730,1,0,0,0,0.3,0,0.3,9376,8033,4290,1200,22899,,,,2200,,12253,0,4018,20,31,9,832,1266,200,1185,0,15,584,238,NO,CI,SO,-1,730,AK0076,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
910,Valdez Consortium Library,P. O. Box 609,Valdez,99686,0609,9078354632,4713,1,0,0,1,1,5,6,367665,8033,0,12400,388098,221811,54870,276681,22983,81031,380695,0,39072,2465,534,165,2784,48842,1500,55426,535,1497,6333,812,NO,AP,SO,-1,4713,AK0077,AK,02,95,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,, 0, 0, 0, 0, 0, 0, 0, 0
920,Wasilla Public Library,391 N. Main,Wasilla,99687,7085,9073765913,24671,1,0,0,2,3.75,4.38,8.13,442447,8033,0,8864,459344,207636,81721,289357,57735,78865,425957,0,50048,877,629,108,2048,47990,2300,148793,394,1664,77485,3328,NO,CI,SO,-1,24671,AK0078,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
950,Willow Public Library,P. O. Box 129,Willow,99688,0129,9074956424,2437,1,0,0,0,1,0.2,1.2,88264,8033,0,0,96297,,,,13494,,96297,0,10822,495,213,33,1080,9618,2756,15492,10,562,6008,1251,NO,CI,SO,-1,2437,AK0080,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
960,Irene Ingle Public Library,P. O. Box 679,Wrangell,99929,0679,9078743535,2659,1,0,0,0,0.75,1.15,1.9,108217,8033,1578,0,117828,,,,21730,,117828,0,37383,444,538,69,1924,23472,2313,34552,2,1055,12281,612,NO,CI,SO,-1,2659,AK0081,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
20,Akiak School Community Library,P. O. Box 52227,Akiak,99552,0227,9077657325,299,1,0,0,0.33,0.33,2,2.33,2000,6213,3698,0,11911,9458,580,10038,1773,100,11911,0,7754,83,419,68,2256,7237,41,3716,10,60,1662,2683,NO,SC,SO,-1,299,AK0082,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
440,Kenny Lake Public Library,HC 60 Box 223,Kenny Lake,99573,9704,9078223015,494,1,0,1,0,0,0.25,0.25,2425,6820,0,1902,11147,,,,3350,,9827,0,4211,177,152,11,1118,1521,15,1871,0,130,421,148,NO,NP,MO,-1,494,AK0085,AK,02,95,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
490,Koyuk Public Library,P. O. Box 69,Koyuk,99753,0069,9079633971,281,1,0,0,0,0.25,0.25,0.5,5000,8033,0,0,13033,,,,2030,,12833,0,6300,66,92,16,816,4000,0,49,0,0,0,7,NO,CI,SO,-1,281,AK0087,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
670,Pilot Station Public Library,P. O. Box 5130,Pilot Station,99650,5103,9075493211,512,1,0,0,0,0.25,0,0.25,0,4620,0,0,4620,,,,738,,4619,0,9990,160,289,31,-1,3622,429,1823,0,0,651,353,NO,CI,SO,-1,512,AK0088,AK,02,95,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 5, 5, 5, 5,, 7, 5, 1, 0, 0, 8,10, 0
890,Tuluksak Sch/Comm Library,P. O. Box 115,Tuluksak,99679,0115,9076956989,375,1,0,0,0.33,0.33,0.38,0.71,2000,6213,3698,0,11911,,,,1436,,11910,0,8571,60,560,35,1880,3394,50,5300,0,35,2453,2620,NO,SP,SO,-1,375,AK0091,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
85,Tuzzy Higbee Consortium Library,P.O. Box 69,Barrow,99723,7337,9078520246,8857,1,7,0,1,1,3,4,386575,64260,0,0,450835,236325,55828,292153,91500,50583,434236,0,26953,154,757,168,5752,10295,6237,10457,350,449,1791,75,NO,AP,MO,-1,8857,AK0094,AK,02,95,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 5, 0, 0, 0, 0, 0, 0
65,Akiachak Sch/Comm Library,P. O. Box 100,Akiachak,99551,0100,9078254812,513,1,0,0,0.33,0.33,2,2.33,2000,6213,3698,0,11911,9458,580,10038,1773,100,11911,0,5985,60,1186,55,2256,8023,55,3165,0,60,870,1988,NO,SC,SO,-1,513,AK0095,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
130,Chenega Bay Sch/Comm Library,P. O. Box 8013,Chenega Bay,99574,9999,9075735119,89,1,0,0,0,0.08,0.17,0.25,1937,6132,0,113,8182,,,,1786,,8139,371,612,21,50,6,-1,1098,106,990,2,19,680,400,NO,SP,SO,-1,89,AK0096,AK,02,95,08,4, 0, 0, 0, 0, 1, 1,11,11, 3, 3, 3,11,11,99,99,99, 1,99,11,11, 1, 1, 5, 1,, 1, 1, 1, 5, 5, 8, 8, 0
370,Esther Greenwald Library,P. O. Box 157,Hoonah,99829,0157,9079453611,918,1,0,0,0,1,0.7,1.7,45803,8033,28704,0,82540,,,,10897,,64957,0,14648,94,940,45,2136,17542,256,12685,0,248,7567,1177,NO,SC,SO,-1,918,AK0097,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
555,Moose Pass Public Library,Gen Del,Moose Pass,99631,9999,9072883111,201,1,0,0,0,0,0,0,0,5000,0,0,5000,,,,3585,,5000,0,3750,57,73,7,576,855,48,1395,0,0,982,253,NO,NP,SO,-1,201,AK0099,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
580,Nikolai Public Library,P. O. Box 25,Nikolai,99691,0025,9072932113,108,1,0,0,0,0.33,0,0.33,8185,8033,0,0,16218,,,,3385,,16218,0,3815,0,107,45,650,1000,100,500,0,0,0,97,NO,CI,SO,-1,108,AK0100,AK,02,95,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
710,Sand Point Sch/Comm Library,P. O. Box 249,Sand Point,99661,0249,9073832393,1095,1,0,0,0,0.25,0,0.25,1085,5607,0,0,6692,,,,2642,,6692,0,6800,130,260,27,700,1120,48,10068,35,48,7863,399,NO,SP,SO,-1,1095,AK0101,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
102,Egegik Village Library,P. O. Box 29,Egegik,99579,9999,9072332211,123,1,0,0,0,0.25,0,0.25,4290,7426,0,0,11716,,,,5116,,11716,0,6238,181,371,23,480,700,20,1067,0,6,332,50,NO,NP,SO,-1,123,AK0102,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
885,Trapper Creek Library,P. O. Box 13388,Trapper Creek,99683,0388,9077331546,589,1,0,0,0,0,0,0,0,5394,0,743,6137,,,,3653,,6140,0,5410,241,94,20,570,879,493,2293,0,58,1250,321,NO,NP,SO,-1,589,AK0103,AK,02,95,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 5, 0, 0, 0, 0, 0, 0
FSCS     33,Holy Cross Sch/Com Library,P. O. Box 210,Holy Cross,99602,0210,9074767131,277,1,0,0,0,0.25,0,0.25,3516,7132,0,0,10648,,,,2807,,10582,0,4845,12,25,28,1920,11500,4500,2600,0,12,1800,182,NO,SP,SO,-1,277,AK0104,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
860,Tatitlek School Community Library,P. O. Box 167,Tatitlek,99677,0167,9073252254,126,1,0,0,0,0.2,0,0.2,2298,6463,0,0,8761,,,,8421,,8761,0,6000,90,130,0,480,1200,25,965,0,0,895,48,NO,SP,SO,-1,126,AK0105,AK,02,95,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 1,, 0, 0, 0, 0, 0, 0, 0, 0
35,Alakanuk Public Library,P. O. Box 167,Alakanuk,99554,0167,9072383313,623,1,0,0,0,0.25,0,0.25,0,5000,0,0,5000,,,,733,,4777,0,1300,0,4,38,340,4407,2,1514,0,0,800,429,NO,CI,SO,-1,623,AK0107,AK,02,95,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 5,, 7, 0, 0, 0, 0, 0,10, 0
630,Old Harbor Library,P. O. Box 109,Old Harbor,99643,0109,9072862204,311,1,0,0,0,0.75,0,0.75,3000,6720,0,0,9720,,,,1400,,9987,0,6068,97,175,90,1560,1040,12,550,0,0,200,27,NO,CI,SO,-1,311,AK0108,AK,02,95,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 5, 5, 5, 0,, 0, 0, 0, 0, 0, 0, 0, 0
705,Russian Mission School Community Library,P. O. Box 90,Russian Mission,99550,0049,9074542288,287,1,0,0,0,0.25,0,0.25,4558,5648,0,0,10206,,,,1562,,10206,0,5600,0,50,29,480,150,10,557,0,0,11,15,NO,SP,SO,-1,287,AK0109,AK,02,95,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 5, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10, 0
905,Katie Tokienna Memorial Library,P. O. Box 488,Wales,99783,0488,9076643531,147,1,0,0,0,0.25,0,0.25,1720,6123,0,0,7843,,,,195,,6652,0,2868,46,83,9,468,2000,150,2001,0,0,1001,195,NO,CI,SO,-1,147,AK0110,AK,02,95,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 5, 5, 5, 5,, 0, 0, 0, 0, 0, 0,10, 0
25,Akutan Public Library,P. O. Box 26,Akutan,99553,0026,9076982228,482,1,0,0,0,0.5,0.5,1,11931,5000,4290,0,21221,,,,7795,,26597,0,5050,133,54,57,1820,1440,13,1588,0,9,988,37,NO,CI,SO,-1,482,AK0111,AK,02,95,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
100-000,Carl Elliott Regional,20 East 18th Street,Jasper,35501,,2052212568,89723,1,0,0,1,1,2.5,3.5,67168,103449,2100,9162,181879,62589,7838,70427,30472,77164,178063,0,80371,0,0,0,2340,198445,852,3861,5,612,52,0,HQ,MJ,SO,Walker,89723,AL0001,AL,01,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0,, 7, 1, 0, 0, 0, 0, 0, 0
100-001,Arley,PO Box 146,Arley,35541,,2053870103,338,1,0,0,0,0.5,0,0.5,5850,0,0,0,5850,,,,0,,5850,0,6388,58,3,8,1040,1018,248,4017,0,5,2434,602,ME,CI,SO,Winston,338,AL0002,AL,01,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0, 0
100-002,Cordova,130 Main Street,Cordova,35550,,2054839578,2623,1,0,0,0,0.4,0,0.4,7042,0,0,0,7042,,,,0,,7042,0,5497,59,3,8,832,7902,511,12384,0,21,4993,0,ME,CI,SO,Walker,2623,AL0003,AL,01,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0, 0
100-003,Dora,PO Box 700,Dora,35062,,2056483211,2214,1,0,0,0,1,0,1,16652,0,2100,0,18752,,,,0,,18752,0,4701,59,3,8,2184,6670,252,2519,0,23,2016,927,ME,CI,SO,Walker,2214,AL0004,AL,01,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0, 0
100-004,Double Springs,PO Box 555,Double Springs,35553,,2054892412,1138,1,0,0,0,0.8,0,0.8,15511,0,2100,0,17611,,,,0,,17611,0,8952,269,30,14,2704,3428,3640,12669,0,89,7430,1239,ME,CI,SO,Winston,1138,AL0005,AL,01,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0, 0
100-005,Haleyville,913 20th Street,Haleyville,35565,,2054867450,4452,1,0,0,0,1,1,2,37429,0,2100,0,39529,,,,0,,39530,0,6482,59,0,12,2236,14772,1495,9373,0,158,0,0,ME,CI,SO,Winston,4452,AL0006,AL,01,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0, 0
100-006,Jasper,20 East 18th Street,Jasper,35501,,2052218512,13553,1,0,0,0,1,3.5,4.5,115946,0,2100,4845,122891,55640,13730,69370,15285,38233,122888,0,47692,417,369,80,2652,30243,4497,105726,58,502,45511,1965,ME,CI,SO,Walker,13553,AL0007,AL,01,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0, 0
100-007,Lynn,City Hall,Lynn,35575,,2058935250,611,1,0,0,0,0.5,0,0.5,1684,0,0,0,1684,,,,0,,1684,0,2834,59,0,8,1040,1841,0,761,0,0,572,258,ME,CI,SO,Winston,611,AL0008,AL,01,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0, 0
100-008,Sumiton,Town Hall,Sumiton,35148,,2056483261,2604,1,0,0,0,0.8,0,0.8,15013,0,2100,0,17113,,,,0,,17113,0,9238,59,3,8,1560,7844,1539,9777,0,112,5195,829,ME,CI,SO,Walker,2604,AL0009,AL,01,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0, 0
101-000,Cheaha Regional,111 West Coleman,Heflin,36264,,2054637125,68059,1,0,1,1,4,4,8,8500,92502,0,1149,102151,61394,11198,72592,12712,17126,102430,0,11224,594,12,11,2340,26419,282,99735,49,880,44750,1148,HQ,MJ,MA,Cleburne,68059,AL0010,AL,01,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,,14, 0, 0, 0, 0, 0, 0, 0
101-001,Annie L. Awbrey,263 College Street,Roanoke,36274,,3348632632,6362,1,0,0,0,1,4,5,62320,7043,3000,3615,75978,35000,7100,42100,23808,10070,75978,372750,17688,280,64,40,2288,9091,516,11536,0,28,5752,448,ME,CI,SO,Randolph,6362,AL0011,AL,01,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
101-002,Ashland City,PO Box 296,Ashland,36251,,2053543427,2034,1,0,0,0,1,2,3,18109,2934,3000,4630,28673,13100,0,13100,10564,5009,28673,0,12772,0,0,0,2080,9944,950,10450,0,303,2432,95,ME,CI,SO,Clay,2034,AL0012,AL,01,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 1, 0, 0, 0, 0, 0, 0, 0
999-028,B. B. Comer Memorial,314 North Broadway Avenue,Sylacauga,35150,2528,2052490961,12520,1,0,0,0,1,10.3,11.3,344479,14435,21159,46168,426241,197822,40796,238618,70673,93792,403083,0,74411,545,380,175,2808,49706,9345,134111,0,103,48275,3211,NO,CI,SO,Talladega,12520,AL0013,AL,01,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
101-004,Cherokee County,310 Mary Street,Centre,35960,2026,2059275838,19543,1,0,0,0,1,1,2,44000,11000,0,834,55834,,,,14149,,56000,0,22986,817,45,37,2080,10475,135,19273,0,22,3657,465,ME,CO,SO,Cherokee,19543,AL0014,AL,01,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 1, 0, 0, 0, 0, 0, 0, 0
101-005,Earle A. Rainwater Memorial,112 Ninth Avenue SW,Childersburg,35044,,2053787239,4579,1,0,0,0,2,1,3,37979,4604,3000,23964,69547,26537,3220,29757,32532,9135,71424,13923,19941,113,29,43,2080,10896,1541,33629,3,30,5648,232,ME,CI,SO,Talladega,4579,AL0015,AL,01,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
101-006,Lincoln,49 Complex Drive,Lincoln,35096,,3347637244,2941,1,0,0,0,1,1,2,23525,2794,3000,3500,32819,,,,7694,,30000,0,7165,2,46,28,2080,5093,2632,27440,0,303,12109,1919,ME,CI,SO,Talladega,2941,AL0016,AL,01,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
101-007,Lineville,PO Box 482,Lineville,36266,,2053965162,2394,1,0,0,0,2,0,2,20768,2274,3000,2981,29023,,,,6689,,29124,7342,11793,77,0,5,1820,6013,702,8724,0,44,4846,249,ME,CI,SO,Clay,2394,AL0017,AL,01,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
101-008,Lucile L. Morgan,PO Box 428,Heflin,36264,,2054632259,2906,1,0,0,0,1,0,1,2584,2761,0,2677,8022,,,,3446,,7969,0,16094,28,0,26,832,652,208,7420,0,34,1634,131,ME,CI,SO,Cleburne,2906,AL0018,AL,01,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 5, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
101-009,Oxford,213 Choccolocco Street,Oxford,36203,,2058311750,9362,1,0,0,0,4,0,4,88450,9166,0,3541,101157,64500,0,64500,13977,29317,107794,0,23897,425,365,41,2184,66810,1009,42660,18,125,19983,274,ME,CI,SO,Calhoun,9362,AL0019,AL,01,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
999-070,Talladega,202 South Street E,Talladega,35160,,2053624211,18175,1,0,0,1,5,2,7,196706,20956,0,14090,231752,113060,22447,135507,42582,50237,228326,8448,118871,1053,0,114,2756,42300,11147,101271,0,103,23692,1430,NO,CI,SO,Talladega,18175,AL0020,AL,01,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
999-033,Abbeville Memorial,301 Kirkland Street,Abbeville,36310,2419,3345852818,3173,1,0,0,0,1,1.5,2.5,41869,12167,2463,4915,61414,22710,6315,29025,16816,21694,67535,0,22364,155,158,22,2236,17062,277,40384,4,30,13980,319,NO,CI,SO,Henry,3173,AL0022,AL,01,95,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0, 0
999-075,Ariton,Main Street,Ariton,36311,,3347622323,743,1,0,0,0,0.4,0,0.4,2940,1917,0,85,4942,,,,366,,5081,0,4151,0,6,1,728,560,10,2711,0,0,819,20,ME,CI,SO,Dale,743,AL0023,AL,01,95,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 1, 0, 0, 8, 0, 0
