LIBID,LIBNAME,ADDRESS,CITY,ZIP1,ZIP2,PHONE,POPU,CENTLIB,BRANLIB,BKMOB,MASTER,LIBRARIAN,OTHPAID,TOTPEMP,LOCGVT,STGVT,FEDGVT,OTHINCM,TOTINCM,SALARIES,BENEFIT,TOTEXP,TOTEXPCOL,OTHOPEXP,TOTOPEXP1,CAPITAL,BKVOL,AUDIO,VIDEO,SUBSCRIPT,DUPLI,ATTEND,REFERENCE,TOTCIR,LOANTO,LOANFM,KIDCIRCL,KIDATTEND,C_RELATN,C_LEGBASE,C_ADMIN,CNTY,C_FSCS,ELMATEXP,ELACCEXP,ELMATS,ELSVCACC,INETACC,INETUSE,POPU_UNDUP,FSCSKEY,STABR,PUB_FIPS,YR,OBEREG,RSTATUS,IMP1,IMP2,IMP3,IMP4,IMP5,IMP6,IMP7,IMP8,IMP9,IMP10,IMP11,IMP12,IMP13,IMP14,IMP15,IMP16,IMP17,IMP18,IMP19,IMP20,IMP21,IMP22,IMP23,FILLER,IMP25,IMP26,IMP27,IMP28,IMP29,IMP30,IMP31
770,Nellie Weyiouanna Ilisaavik,P. O. Box 90,Shishmaref,99772,0090,9076493011,536,1,0,0,0,0.4,0,0.4,6473,7862,0,0,14335,,,,2640,,13682,0,2650,30,19,24,760,500,20,1155,20,15,540,80,NO,CI,SO,-1,Y,-1,-1,0,N,N,,536,AK0066,AK,02,96,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
780,Kettleson Memorial Library,320 Harbor Dr,Sitka,99835,7570,9077478708,9194,1,0,0,1.5,1.5,5,6.5,390386,9862,0,4796,405044,172311,80769,253080,58425,93512,405017,0,48543,2480,1753,152,2964,107536,13988,130181,1883,1763,52412,2210,NO,CO,SO,-1,Y,233,38591,5,Y,Y,PE,9194,AK0067,AK,02,96,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
790,Skagway Public Library,P. O. Box 394,Skagway,99840,0394,9079832665,811,1,0,0,0,1,0.8,1.8,78432,7862,0,0,86294,,,,11961,,86293,0,15245,714,478,47,2288,18700,210,12437,1,306,3293,505,NO,CI,SO,-1,Y,-1,1495,0,Y,Y,ST,811,AK0068,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 1,, 0, 0, 0, 0, 0, 0, 0
800,Soldotna Public Library,235 N. Binkley St,Soldotna,99669,7523,9072624227,8592,1,0,0,0,2,1,3,187822,7862,0,6626,202310,97635,35610,133245,21776,35220,190241,0,28592,945,846,64,3068,30984,15600,61968,0,72,16042,1848,NO,CI,SO,-1,Y,3436,-1,25,Y,N,,8592,AK0069,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10, 0
820,Sutton Public Library,P. O. Box 266,Sutton,99674,0266,9077454467,1773,1,0,0,0,1,0.2,1.2,68426,7862,0,0,76288,,,,11742,,76288,0,8000,134,346,31,1820,6031,183,10310,25,188,3917,726,NO,CO,SO,-1,Y,-1,-1,0,Y,N,,1773,AK0070,AK,02,96,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
830,Takotna Community Library,P. O. Box 86,Takotna,99675,0085,9072982229,51,1,0,0,0,0.3,0,0.3,4150,7290,0,0,11440,,,,2065,,11442,0,5704,105,205,13,1044,1483,1235,9956,0,0,3306,474,NO,NP,SO,-1,Y,-1,-1,0,N,N,,51,AK0071,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10, 0
840,Talkeetna Public Library,P. O. Box 768,Talkeetna,99676,0768,9077332359,1241,1,0,0,0,1,0.36,1.36,64396,7862,0,0,72258,,,,12831,,72258,0,8000,140,230,35,2080,4820,1296,6498,0,0,1979,428,NO,CO,SO,-1,Y,-1,-1,0,Y,N,,1241,AK0072,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 1, 0, 0, 0, 8, 0
850,Tanana Community Library,P. O. BOX 89,Tanana,99777,0089,9073667203,351,1,0,0,0,0.25,0,0.25,3000,6717,0,0,9717,,,,3155,,9279,0,9550,485,450,40,1772,5000,1000,4270,0,300,1418,408,NO,SP,SO,-1,Y,-1,-1,0,Y,N,,351,AK0073,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0,10, 0
870,Dermott O'Toole Memorial Library,P. O. Box 35,Tenakee Springs,99841,0035,9077362248,111,1,0,0,0,0.25,0,0.25,3497,7001,0,174,10672,,,,1556,,10581,0,5037,259,286,4,600,1200,75,1329,0,200,780,125,NO,CI,SO,-1,Y,-1,-1,8,N,N,,111,AK0074,AK,02,96,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
880,Tok Community Library,P. O. Box 227,Tok,99780,0227,9078835623,1204,1,0,0,0,0,0,0,1903,7862,0,3039,12804,,,,4953,,12804,0,10734,534,655,22,948,5545,262,9341,0,59,1615,47,NO,NP,SO,-1,N,-1,-1,0,N,N,,1204,AK0075,AK,02,96,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
900,Ticasuk Library,P. O. Box 28,Unalakleet,99684,0028,9076243053,764,1,0,0,0,0.3,0,0.3,5000,7862,3774,0,16636,,,,2062,,12862,0,4479,29,30,15,832,1931,35,569,0,0,311,479,NO,CI,SO,-1,Y,-1,-1,0,N,N,,764,AK0076,AK,02,96,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
910,Valdez Consortium Library,P. O. Box 609,Valdez,99686,0609,9078354632,4469,1,0,0,1,2,4,6,368379,7862,0,12400,388641,236915,55190,292105,20874,64968,377947,0,39460,2303,578,175,2784,45023,1500,54174,497,1620,8480,840,NO,AP,SO,-1,Y,1090,12000,11,Y,Y,PE,4469,AK0077,AK,02,96,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
920,Wasilla Public Library,391 N. Main,Wasilla,99687,7085,9073765913,24684,1,0,0,1,3,4.75,7.75,453045,7862,0,9557,470464,233355,84305,317660,56362,72685,446707,0,47878,981,662,112,2080,48000,3900,143051,397,1358,71631,2540,NO,CI,SO,-1,Y,1300,-1,1,Y,Y,ST,24684,AK0078,AK,02,96,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
950,Willow Public Library,P. O. Box 129,Willow,99688,0129,9074956424,2829,1,0,0,0,1,0.2,1.2,86051,7862,0,0,93913,,,,14756,,93913,0,10796,525,302,32,2080,9553,1664,17558,45,592,7078,987,NO,CO,SO,-1,Y,1100,-1,0,Y,Y,ST,2829,AK0080,AK,02,96,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
960,Irene Ingle Public Library,P. O. Box 679,Wrangell,99929,0679,9078743535,2758,1,0,0,0,0.75,1.15,1.9,120538,7862,0,24500,152900,,,,22328,,127407,12500,38590,506,637,69,1887,20450,3000,33796,1,494,12110,480,NO,CI,SO,-1,Y,800,6200,13,Y,Y,PE,2758,AK0081,AK,02,96,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
20,Akiak School Community Library,P. O. Box 52227,Akiak,99552,0227,9077657325,320,1,0,0,0.33,0.33,1,1.33,51993,6145,3774,0,61912,,,,2463,,51993,0,9439,618,300,25,1800,1000,80,4370,10,15,2130,880,NO,SP,SO,-1,Y,-1,-1,10,Y,Y,ST,320,AK0082,AK,02,96,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
440,Kenny Lake Public Library,HC 60 BOX 224,Copper Center,99573,9704,9078223870,460,1,0,1,0,0,0.33,0.33,1572,6717,0,2205,10494,,,,4078,,9929,0,4750,183,209,8,780,1549,20,2258,0,177,509,133,NO,NP,MO,-1,Y,-1,-1,0,N,N,,460,AK0085,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0,10
490,Koyuk Public Library,P. O. Box 69,Koyuk,99753,0069,9079633971,279,1,0,0,0,0.25,0.25,0.5,5000,7862,0,0,12862,,,,1004,,13663,0,6320,78,104,20,884,700,0,840,0,50,289,178,NO,CI,SO,-1,Y,-1,-1,0,N,N,,279,AK0087,AK,02,96,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
670,Pilot Station Public Library,P. O. Box 5130,Pilot Station,99650,5103,9075493211,523,1,0,0,0,0.25,0,0.25,0,5000,0,0,5000,,,,962,,5000,0,10030,261,289,28,480,2787,330,3997,0,0,714,0,NO,CI,SO,-1,Y,-1,-1,-1,N,N,,523,AK0088,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 5, 5, 5, 5,, 7, 5, 0, 0, 0, 0, 0
890,Tuluksak Sch/Comm Library,P. O. Box 115,Tuluksak,99679,0115,9076956989,380,1,0,0,0.33,0.33,0.67,1,44697,6145,3774,0,54616,,,,2105,,44697,0,9439,10,300,25,500,1300,100,4370,10,15,2130,1080,NO,SP,SO,-1,Y,-1,-1,10,Y,Y,ST,380,AK0091,AK,02,96,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
85,Tuzzy Higbee Consortium Library,P. O. Box 749,Barrow,99723,7337,9078520246,9215,1,7,0,1,1,3,4,445236,55034,26418,1800,528488,254017,55828,309845,121157,45283,476285,0,29243,171,801,154,4984,10864,7860,13034,293,1069,1637,408,NO,MJ,MO,-1,Y,-1,-1,200,Y,Y,PI,9215,AK0094,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 5, 0, 0, 0, 0, 0
65,Akiachak Sch/Comm Library,P. O. Box 100,Akiachak,99551,0100,9078254812,542,1,0,0,0.33,0.33,1,1.33,51314,6145,3774,0,61233,,,,6889,,51314,0,9439,618,300,25,680,1500,100,4370,10,15,2130,1300,NO,SP,SO,-1,Y,-1,-1,10,Y,Y,ST,542,AK0095,AK,02,96,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
370,Esther Greenwald Library,P. O. Box 157,Hoonah,99829,0157,9079453611,903,1,0,0,0,1,0.7,1.7,71765,7862,0,0,79627,,,,9226,,79601,0,13065,47,562,40,2182,19702,121,11151,0,153,6392,1231,NO,SP,SO,-1,Y,1100,-1,4,Y,Y,ST,903,AK0097,AK,02,96,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
555,Moose Pass Public Library,General Delivery,Moose Pass,99631,9999,9072883111,192,1,0,0,0,0,0,0,0,5000,0,0,5000,,,,3953,,5000,0,3874,64,154,10,576,493,20,981,6,39,306,19,NO,NP,SO,-1,N,-1,-1,0,N,N,,192,AK0099,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 5, 5, 0, 0
580,Nikolai Public Library,P. O. Box  9125,Nikolai,99691,0025,9072932113,125,1,0,0,0,0.33,0,0.33,4491,6831,0,0,11322,,,,3670,,11322,0,4045,0,170,45,700,750,100,500,0,0,166,64,NO,CI,SO,-1,Y,-1,-1,0,N,N,,125,AK0100,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 1, 0, 0,, 0, 0, 0, 0, 0,10,10
710,Sand Point Sch/Comm Library,P. O. Box 269,Sand Point,99661,0269,9073832393,989,1,0,0,0,0.25,0,0.25,1471,5371,0,0,6842,,,,2542,,6842,0,6800,130,260,27,480,1232,48,3643,15,48,2313,439,NO,SP,SO,-1,Y,-1,-1,0,N,Y,ST,989,AK0101,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 1, 1, 0, 0, 0, 0, 0
AK0102,Egegik Village Library,P. O. Box 29,Egegik,99579,9999,9072332231,143,1,0,0,0,0.25,0,0.25,2160,7160,0,0,9320,,,,3560,,9320,0,6588,181,436,38,480,750,10,1370,0,3,570,54,NO,NP,SO,-1,Y,-1,-1,0,N,N,,143,AK0102,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 8
AK0103,Trapper Creek Library,P. O. Box 13388,Trapper Creek,99683,0388,9077331546,691,1,0,0,0,0.25,0,0.25,0,5572,0,1435,7007,,,,1458,,6627,0,5627,256,129,18,532,973,436,2764,0,122,1221,67,NO,NP,SO,-1,Y,-1,-1,0,N,N,,691,AK0103,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 5, 0, 0, 0, 0, 0
AK0104,Holy Cross Sch/Com Library,P. O. Box 210,Holy Cross,99602,0210,9074767131,289,1,0,0,0,0.25,0,0.25,4972,7318,3774,0,16064,,,,6137,,16064,0,5175,22,25,28,480,12174,4096,1647,0,0,1406,2136,NO,SP,SO,-1,Y,-1,-1,0,Y,N,,289,AK0104,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 1, 1, 0, 0, 0, 0, 0
AK0107,Alakanuk Public Library,P. O. Box 167,Alakanuk,99554,0167,9072383312,604,1,0,0,0,0.25,0,0.25,0,5000,0,0,5000,,,,326,,2827,0,1310,0,333,33,520,3219,0,1514,0,0,800,0,NO,CI,SO,-1,Y,-1,-1,-1,N,N,,604,AK0107,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 1, 1, 5, 5,, 7, 0, 0, 0, 0, 8, 0
AK0108,Old Harbor Library,P. O. Box 109,Old Harbor,99643,0109,9072862204,310,1,0,0,0,0.75,0,0.75,4203,6717,0,0,10920,,,,1344,,10919,0,5945,154,171,90,1560,970,14,650,0,0,250,33,NO,CI,SO,-1,Y,-1,-1,-1,N,N,,310,AK0108,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 5, 5, 5, 0,, 0, 0, 0, 0, 0, 0, 0
AK0109,Russian Mission School Community Library,P. O. Box 49,Russian Mission,99550,0049,9075845111,295,1,0,0,0,0.25,0,0.25,5038,7290,0,0,12328,,,,3840,,12235,0,5658,0,70,29,480,300,20,730,15,0,560,200,NO,SP,SO,-1,Y,-1,-1,10,Y,N,,295,AK0109,AK,02,96,08,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 5, 1, 0, 0,, 0, 0, 0, 0, 0, 0, 0
AK0111,Akutan Public Library,P. O. Box 26,Akutan,99553,0026,9076982228,436,1,0,0,0,0.5,0.5,1,12400,5000,3774,350,21524,,,,4189,,21524,0,4850,123,113,35,1248,2088,20,999,0,21,575,138,NO,CI,SO,-1,Y,-1,-1,33,N,N,,436,AK0111,AK,02,96,08,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
100-000,Carl Elliott Regional Library,20 East 18th Street,Jasper,35501,5491,2052212568,92334,1,0,0,1,2.5,0.5,3,71186,102071,0,1175,174432,59525,14015,73540,41047,63526,178113,0,165791,0,0,0,2232,218341,0,3162,2,209,39,10402,HQ,MJ,MA,Walker,Y,0,0,0,N,N,,88664,AL0001,AL,01,96,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0,, 7, 0, 0, 0, 0, 0,10
100-001,Arley Public Library,%TOWN HALL,Arley,35541,0146,2053870103,381,1,0,0,0,0.5,0,0.5,5782,0,0,0,5782,,,,0,,5783,0,6476,0,0,8,1040,1156,231,4179,0,0,2344,625,ME,CI,SO,Winston,Y,0,0,0,N,N,,366,AL0002,AL,01,96,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99,11,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0
100-002,Cordova Public Library,130 Main Street,Cordova,35550,5550,2054839578,2579,1,0,0,0,0.5,0,0.5,7050,0,1100,0,8150,,,,0,,8150,0,5776,59,3,8,1040,7828,593,11853,0,4,4239,331,ME,CI,SO,Walker,Y,0,0,0,N,N,,2476,AL0003,AL,01,96,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99,11,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0,10
100-003,Dora Public Library,1485 SHARON BLVD,Dora,35062,0700,2056483211,2288,1,0,0,0,1,0,1,16652,0,0,0,16652,,,,0,,16652,0,5152,59,3,8,2066,6945,193,2445,0,2,1816,871,ME,CI,SO,Walker,Y,0,400,0,Y,N,,2197,AL0004,AL,01,96,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99,11,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0
100-004,Double Springs Public Library,BLAKE DRIVE,Double Springs,35553,0555,2054892412,1225,1,0,0,0,0.75,0,0.75,15593,0,1100,0,16693,,,,0,,16693,0,9398,269,30,30,1719,3718,4121,12495,0,12,7127,1174,ME,CI,SO,Winston,Y,0,520,0,Y,N,,1176,AL0005,AL,01,96,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99,11,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0
100-005,Haleyville Public Library,913 20th Street,Haleyville,35565,1323,2054867450,4557,1,0,0,0,2,0,2,37453,0,1100,0,38553,,,,0,,38553,0,6781,59,42,0,2380,14125,2219,10894,0,72,5100,573,ME,CI,SO,Winston,Y,0,0,0,N,N,,4376,AL0006,AL,01,96,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99,11,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0,10
100-006,Jasper Public Library,20 East 18th Street,Jasper,35501,5491,2052218512,13850,1,0,0,0,1,4,5,124882,0,0,1450,126332,71436,15357,86793,11291,28248,126332,0,49082,417,369,80,2530,32949,3991,98973,0,108,41922,1765,ME,CI,SO,Walker,Y,0,0,0,N,N,,13299,AL0007,AL,01,96,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0
100-007,Lynn Public Library,City Hall,Lynn,35575,9999,2058935250,630,1,0,0,0,0.5,0,0.5,1684,0,0,0,1684,,,,0,,1684,0,2866,59,0,0,980,1912,215,893,0,0,612,81,ME,CI,SO,Winston,Y,0,0,0,N,N,,605,AL0008,AL,01,96,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99,11,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0,10
100-008,Sumiton Public Library,Town Hall,Sumiton,35148,0010,2056483261,2658,1,0,0,0,0.75,0,0.75,16000,0,1100,0,17100,,,,0,,17100,0,9584,59,3,0,1459,8068,1117,11258,0,11,6340,850,ME,CI,SO,Walker,Y,0,0,0,N,N,,2552,AL0009,AL,01,96,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99,11,99, 0, 0, 0, 0, 0, 0,, 7, 0, 0, 0, 0, 0, 0
101-000,Cheaha Regional Library,111 West Coleman,Heflin,36264,1313,2054637125,65750,0,0,2,1,2,2,4,8400,89358,0,1459,99217,58968,11081,70049,8830,15700,94579,0,12006,702,14,11,2460,2070,867,104696,42,1171,45842,1233,HQ,MJ,MA,Cleburne,Y,0,-1,8,Y,N,,63137,AL0010,AL,01,96,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
101-001,Annie L. Awbrey Public Library,263 College Street,Roanoke,36274,1616,3348632632,6593,1,0,0,0,1,4,5,62020,7009,0,3282,72311,35000,7100,42100,20711,9500,72311,0,18303,320,0,40,2228,19510,620,15496,0,46,5688,575,ME,CI,SO,Randolph,Y,0,-1,0,Y,N,,6331,AL0011,AL,01,96,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
101-002,Ashland City Public Library,"113 North 2nd Avenue, W",Ashland,36251,0296,2053543427,2006,1,0,0,0,1,2,3,23180,2850,3000,4697,33727,18000,0,18000,10546,5180,33726,0,13412,0,0,0,2040,7161,850,10860,0,350,2377,115,ME,CI,SO,Clay,Y,0,0,0,N,N,,1926,AL0012,AL,01,96,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
999-028,B. B. Comer Memorial Library,314 North Broadway Avenue,Sylacauga,35150,2528,2052490961,13838,1,0,0,0,1,11,12,370155,14719,23032,28791,436697,214428,44830,259258,63564,79616,402438,22315,72187,576,451,175,2733,49853,9229,136927,0,83,49301,4371,NO,CI,SO,Talladega,Y,0,18674,0,Y,N,,13288,AL0013,AL,01,96,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
101-004,Cherokee County Public Library,310 Mary Street,Centre,35960,2026,2059275838,20475,1,0,0,0,1,1.2,2.2,51745,11000,0,945,63690,29294,8456,37750,15392,10633,63775,0,22870,812,48,37,2000,9000,800,21571,0,19,3914,333,ME,CO,SO,Cherokee,Y,0,-1,0,Y,N,,19661,AL0014,AL,01,96,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
101-005,Earle A. Rainwater Memorial Library,112 Ninth Avenue SW,Childersburg,35044,1642,2053787239,5009,1,0,0,0,1,1.6,2.6,43038,4813,3000,9208,60059,30007,3893,33900,20064,7452,61416,0,21200,107,34,55,2017,12597,1563,29734,3,25,5693,489,ME,CI,SO,Talladega,Y,1799,0,10,N,N,,4810,AL0015,AL,01,96,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
101-006,Lincoln Public Library,49 Complex Drive,Lincoln,35096,5096,3347637244,2937,1,0,0,0,1,1,2,36686,3462,3000,1000,44148,,,,9362,,42834,0,8528,2,62,35,2338,5960,2700,27906,1,175,12507,1010,ME,CI,SO,Talladega,Y,0,0,0,N,N,,2820,AL0016,AL,01,96,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
101-007,Lineville Public Library,Main Street,Lineville,36266,0482,2053965162,2422,1,0,0,0,2,0,2,19402,2442,3000,4852,29696,,,,9300,,29696,0,11446,85,0,5,1753,7057,724,9302,0,31,4228,232,ME,CI,SO,Clay,Y,0,0,0,N,N,,2326,AL0017,AL,01,96,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
101-008,Lucile L. Morgan Public Library,102 Ross Street,Heflin,36264,0428,2054632259,2990,1,0,0,0,1,0,1,7756,2725,0,1425,11906,,,,3401,,11613,0,15958,28,5,27,863,2062,288,6266,0,5,1305,86,ME,CI,SO,Cleburne,Y,0,0,0,N,N,,2871,AL0018,AL,01,96,05,2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,99,99,99, 0,99, 0, 0, 5, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
101-009,Oxford Public Library,213 Choccolocco Street,Oxford,36203,1617,2058311750,10422,1,0,0,0,5,1,6,94200,9331,0,3679,107210,68500,0,68500,16261,22450,107211,0,24278,429,560,42,2106,67000,511,41233,3,180,8821,378,ME,CI,SO,Calhoun,Y,0,0,2,N,N,,10008,AL0019,AL,01,96,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
999-070,Talladega Public Library,202 South Street E,Talladega,35160,2471,2053624211,19184,1,0,0,1,5,2,7,202183,21488,0,10414,234085,115264,19675,134939,55131,43562,233632,0,120282,1053,0,118,2567,41297,7805,102106,51,184,24272,1665,NO,CI,SO,Talladega,Y,9893,0,0,N,N,,18421,AL0020,AL,01,96,05,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,, 0, 0, 0, 0, 0, 0, 0
